-2.982628128534996481e-01,-2.663082103327067518e+00,-2.458296338338628040e+00,-1.352945924914814579e+00,-2.863302283560222872e+00,1.640116604425783775e+00,2.637244362299219880e+00,-7.424376508683621090e-01,-7.575041433896587684e-01
1.375998029813898516e+00,-2.577781708365625590e+00,1.964695762340396445e+00,-1.634838125128080133e+00,-7.640227056227937297e-01,-1.402823521632411641e+00,7.249134688484500932e-01,-3.592076496387461848e-01,6.247263286374706848e-01
-9.547899935814350147e-01,5.578473221787387804e-01,-2.148018284689777957e+00,-3.865454926479309439e+00,6.240251633221618466e-01,1.328339065578659994e+00,-1.314674552122504059e+00,-1.604646569274426948e+00,2.443070828314153620e-01
-9.436935336691977261e-01,-1.040128296291052523e+00,2.096672753974091918e+00,2.437632012874515031e+00,-5.666158751316674458e-01,-1.243835603184327177e+00,1.690873402820604277e+00,1.094803019286859636e+00,-1.688901549691417703e+00
8.398532288757304398e-01,2.461405772811429138e-01,-1.797574089079283732e+00,-4.410702043674381567e-01,-2.919372946444797279e+00,-1.691449830121629638e+00,1.429584541238663187e+00,1.986565511347984758e+00,1.519146361560110403e+00
7.585366524705761115e-01,2.686515649064789013e-01,-1.976301621455961444e-01,-1.288124993311107858e+00,-7.666088983459324879e-01,3.209326820594274210e+00,-2.294107969501056665e+00,-1.583946030840305053e+00,-7.062079098464827398e-01
-6.800941797825841295e-01,-1.797362976679987456e+00,1.354840534008574515e+00,2.031581227275052193e+00,1.120077001225263658e-01,1.107491846048117567e+00,1.753435729782814034e+00,2.787414715003090127e+00,8.041664260189346214e-02
-4.365658863327180228e+00,3.133435100740913803e+00,3.585914252362412125e-01,7.515550754959769986e-01,5.208852626454829604e+00,-1.639806415516674498e+00,-4.081222581573786812e+00,2.356562820573593342e-01,1.320189774776875602e+00
8.568592385819431279e-01,2.566514569159227044e+00,1.189558058447948152e+00,-3.336873228196750141e+00,-3.614740871701080049e+00,3.079004891131062127e+00,-9.067715954863033723e-01,3.961941682836608969e+00,-1.247501905327718541e+00
1.183062931770505921e+00,-1.600236255274798181e+00,4.675112812467276946e-01,8.218834379860704420e-01,1.110618301252228601e-01,-1.441986485343966562e+00,-2.587076417075606649e-01,2.455420221633290545e+00,-1.427598763386233871e-01
5.043755428050898937e-01,-1.514660963692406881e+00,-1.101079434634581578e+00,-2.449096112296632377e+00,-1.239082779232695497e+00,-2.089737506686592639e+00,1.475794077815760108e+00,7.624346860856028307e-01,-5.398422481922431349e-01
4.071803886349867341e-01,2.143307002249758231e+00,-2.639890332905439063e-01,-5.021263281310945903e-01,-3.356138583546149690e+00,1.194450544430737837e+00,4.371864492493499066e-01,1.175873927578478195e+00,7.621717314976426128e-01
-1.423278055191661284e+00,-3.291884755065406232e-01,-2.767435494608109892e+00,-4.394949719946364963e-01,4.800242052497327716e-01,9.248773758620838503e-01,-1.321393074549403579e+00,-1.921894079435235492e+00,-1.282574618478448114e+00
9.584473424709883949e-01,2.469740758449821438e+00,-4.915628861274075057e-01,-4.975997825230633609e-01,-3.547107334912122489e+00,1.451029026094217134e-01,1.579453279183878678e+00,1.427096901116705618e+00,-7.142510217312691978e-01
1.184520476131962763e-01,-9.215824040050284438e-01,-9.908072990489306120e-01,-2.040920202428923247e+00,-2.201808062056722193e+00,-3.019323047804726157e-01,8.188640353267717664e-02,-2.536053322029179213e-01,4.814448915003197715e-01
2.610597628371026602e+00,-4.577040579041327995e+00,-1.608247530497056044e+00,-5.369587707264771304e-01,-8.830914002820814401e-01,3.230813003468540057e-01,-1.850852880393510258e+00,-1.032975151531079661e+00,2.289471559443057913e+00
-5.301701622184100682e-01,1.309193033499319370e+00,1.258001927010103937e+00,-1.085019211358363211e+00,-1.305653685604725611e+00,1.718640058288912087e+00,1.189470303188069344e+00,3.852789584228672570e+00,-8.167708503520541008e-01
-1.788468220817533538e+00,3.468257380908466025e-01,4.679362676433515666e+00,9.023763501343365911e-01,-2.731978745213037296e-02,5.902463395769251830e-01,1.040956143548489532e+00,5.540062050460101695e-01,-6.696960149498406567e-01
8.729852994452538262e-01,-6.425073184675426097e-01,-1.292010586133488292e+00,-2.937999700083987697e+00,1.386641415214677764e-01,2.702763485075841299e+00,-3.043618007592727714e+00,-1.190433334598413939e+00,-8.655715690216506664e-01
-9.986165158989309676e-01,2.999312377183624978e-01,3.217871471480828305e+00,5.135356566222943897e-01,-5.472543397996436632e-01,1.428620912503349993e+00,-2.123739969856281107e+00,1.356277083246841819e+00,1.833360851439302941e-01
2.520033318877263451e+00,8.949850716326479549e-01,-1.685641887256063010e-01,1.646398366983033767e+00,1.007272779709087018e+00,7.823397800646159084e-02,1.252553743375152351e+00,2.767165417515837778e+00,-9.858039314721095403e-01
-3.241850350611709342e+00,-1.142261508451536844e+00,4.713147469172067616e-01,1.229343547171444007e+00,2.927776915982940320e+00,-9.626819944036280052e-01,1.216604063982949402e+00,6.960976905184452779e-01,2.952443905588011952e-01
3.691470035926971427e-01,5.101443794189419734e-01,-1.736585886178306781e-01,1.911976805629866938e-01,2.507553316859655546e+00,4.355457612149915558e-01,1.467667153868257746e+00,2.153707953918961415e+00,6.161014303652404545e-01
-5.842135018811039915e-01,-3.604424420506632254e-01,-1.671190254190912272e+00,-3.970061037610306265e+00,-3.312088044414648325e-01,1.258356331634400638e+00,-5.751197890270959290e-01,-7.683147417310316474e-01,3.519586625248452560e-01
-5.244337406250032529e-02,-2.107189049468249031e+00,-1.040002207097942000e+00,-2.926628209859912566e+00,9.363425746273135175e-03,-2.358021726239925009e-01,4.273388230798123022e-01,-8.868448699818121117e-01,-8.481426702734273793e-01
-8.731622470112609946e-03,-4.904301947495527614e+00,-5.274510640200151812e-01,4.920614133423523384e+00,8.021450397550125011e-01,3.379476363307162501e+00,6.870435857235527299e-01,2.055125474242573969e-01,-1.018171516517625053e+00
-8.817722393192868324e-01,8.584321520716524656e-01,-7.440946518330167070e-01,-2.094281567428150748e+00,-2.523496873238968874e+00,-6.350408345490226036e-01,1.387103297800876156e+00,8.810338486894702115e-01,3.516671484364077838e-01
